"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005",,,"0","Units",,,4.448436,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006",,,"0","Units",,,4.254875,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007",,,"0","Units",,,4.23052,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008",,,"0","Units",,,4.193213,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009",,,"0","Units",,,4.154459,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010",,,"0","Units",,,4.011749,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011",,,"0","Units",,,3.640047,"B","Break"
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012",,,"0","Units",,,3.572376,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013",,,"0","Units",,,3.445778,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014",,,"0","Units",,,3.294792,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015",,,"0","Units",,,3.262256,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016",,,"0","Units",,,3.140025,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017",,,"0","Units",,,3.077826,,
"JPN","Japan","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018",,,"0","Units",,,3.152708,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005",,,"0","Units",,,17493.33,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006",,,"0","Units",,,17585.83,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007",,,"0","Units",,,17535,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008",,,"0","Units",,,17159.17,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009",,,"0","Units",,,16268.33,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010",,,"0","Units",,,15839.17,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011",,,"0","Units",,,15389.17,"B","Break"
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012",,,"0","Units",,,15695,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013",,,"0","Units",,,15721.67,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014",,,"0","Units",,,15793.33,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015",,,"0","Units",,,15695.83,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016",,,"0","Units",,,15680.83,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017",,,"0","Units",,,15823.33,,
"JPN","Japan","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018",,,"0","Units",,,15940.83,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005",,,"0","Units",,,27.52183,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006",,,"0","Units",,,27.52625,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007",,,"0","Units",,,27.28121,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008",,,"0","Units",,,26.77285,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009",,,"0","Units",,,25.76345,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010",,,"0","Units",,,25.14885,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011",,,"0","Units",,,24.4528,"B","Break"
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012",,,"0","Units",,,24.99336,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013",,,"0","Units",,,24.85017,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014",,,"0","Units",,,24.78876,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015",,,"0","Units",,,24.51899,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016",,,"0","Units",,,24.25528,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017",,,"0","Units",,,24.22959,,
"JPN","Japan","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018",,,"0","Units",,,23.92231,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2005","2005",,,"0","Units",,,43240.83,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2006","2006",,,"0","Units",,,43583.33,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2007","2007",,,"0","Units",,,44020.83,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2008","2008",,,"0","Units",,,44245,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2009","2009",,,"0","Units",,,44253.33,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2010","2010",,,"0","Units",,,44615.83,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2011","2011",,,"0","Units",,,45254.17,"B","Break"
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2012","2012",,,"0","Units",,,44858.33,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2013","2013",,,"0","Units",,,45364.17,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2014","2014",,,"0","Units",,,45819.17,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2015","2015",,,"0","Units",,,46230.83,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2016","2016",,,"0","Units",,,46938.33,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2017","2017",,,"0","Units",,,47472.5,,
"JPN","Japan","YGTT11L1_ST","Employment in services","A","Annual","2018","2018",,,"0","Units",,,48594.17,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2005","2005",,,"0","Units",,,68.02973,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2006","2006",,,"0","Units",,,68.21887,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2007","2007",,,"0","Units",,,68.48827,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2008","2008",,,"0","Units",,,69.03394,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2009","2009",,,"0","Units",,,70.08208,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010",,,"0","Units",,,70.8394,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011",,,"0","Units",,,71.90715,"B","Break"
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012",,,"0","Units",,,71.43426,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013",,,"0","Units",,,71.70406,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014",,,"0","Units",,,71.91644,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015",,,"0","Units",,,72.21875,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016",,,"0","Units",,,72.6047,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017",,,"0","Units",,,72.69259,,
"JPN","Japan","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018",,,"0","Units",,,72.92498,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2005","2005",,,"0","Units",,,2944.167,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2006","2006",,,"0","Units",,,2750.833,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2007","2007",,,"0","Units",,,2568.333,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2008","2008",,,"0","Units",,,2650,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2009","2009",,,"0","Units",,,3355.833,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2010","2010",,,"0","Units",,,3335.833,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2011","2011",,,"0","Units",,,3018.333,"B","Break"
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2012","2012",,,"0","Units",,,2847.5,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2013","2013",,,"0","Units",,,2650.833,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2014","2014",,,"0","Units",,,2359.167,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2015","2015",,,"0","Units",,,2219.167,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2016","2016",,,"0","Units",,,2080,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2017","2017",,,"0","Units",,,1895.833,,
"JPN","Japan","YGTT06L1_ST","Unemployment","A","Annual","2018","2018",,,"0","Units",,,1665,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005",,,"0","Units",,,4.425,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006",,,"0","Units",,,4.141667,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007",,,"0","Units",,,3.841667,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008",,,"0","Units",,,3.991667,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009",,,"0","Units",,,5.066667,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010",,,"0","Units",,,5.05,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011",,,"0","Units",,,4.583333,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012",,,"0","Units",,,4.35,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013",,,"0","Units",,,4.025,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014",,,"0","Units",,,3.591667,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015",,,"0","Units",,,3.375,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016",,,"0","Units",,,3.116667,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017",,,"0","Units",,,2.808333,,
"JPN","Japan","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018",,,"0","Units",,,2.441667,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2005","2005",,,"0","Units",,,23718.32,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2006","2006",,,"0","Units",,,24023.77,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2007","2007",,,"0","Units",,,24351.38,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2008","2008",,,"0","Units",,,24550.63,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2009","2009",,,"0","Units",,,24581.86,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2010","2010",,,"0","Units",,,24956.43,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2011","2011",,,"0","Units",,,25389,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2012","2012",,,"0","Units",,,25780.84,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2013","2013",,,"0","Units",,,26107.58,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2014","2014",,,"0","Units",,,26835.7,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2015","2015",,,"0","Units",,,27153.43,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2016","2016",,,"0","Units",,,27418.33,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2017","2017",,,"0","Units",,,27747.71,,
"KOR","Korea","YGTT07L1_ST","Labour force","A","Annual","2018","2018",,,"0","Units",,,27895.33,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2005","2005",,,"0","Units",,,9842.366,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2006","2006",,,"0","Units",,,10002.5,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2007","2007",,,"0","Units",,,10117.7,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2008","2008",,,"0","Units",,,10206.53,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2009","2009",,,"0","Units",,,10152.62,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2010","2010",,,"0","Units",,,10334.85,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2011","2011",,,"0","Units",,,10519.68,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2012","2012",,,"0","Units",,,10703.69,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2013","2013",,,"0","Units",,,10862.4,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2014","2014",,,"0","Units",,,11228.52,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2015","2015",,,"0","Units",,,11425.58,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2016","2016",,,"0","Units",,,11582.77,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2017","2017",,,"0","Units",,,11772.46,,
"KOR","Korea","YGFE07L1_ST","Labour force females","A","Annual","2018","2018",,,"0","Units",,,11893.19,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2005","2005",,,"0","Units",,,13875.95,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2006","2006",,,"0","Units",,,14021.25,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2007","2007",,,"0","Units",,,14233.63,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2008","2008",,,"0","Units",,,14344.08,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2009","2009",,,"0","Units",,,14429.22,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2010","2010",,,"0","Units",,,14621.58,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2011","2011",,,"0","Units",,,14869.33,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2012","2012",,,"0","Units",,,15077.16,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2013","2013",,,"0","Units",,,15245.18,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2014","2014",,,"0","Units",,,15607.17,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2015","2015",,,"0","Units",,,15727.85,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2016","2016",,,"0","Units",,,15835.58,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2017","2017",,,"0","Units",,,15975.26,,
"KOR","Korea","YGMA07L1_ST","Labour force males","A","Annual","2018","2018",,,"0","Units",,,16002.13,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2005","2005",,,"0","Units",,,22831.04,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2006","2006",,,"0","Units",,,23188.07,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2007","2007",,,"0","Units",,,23561.11,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2008","2008",,,"0","Units",,,23774.82,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2009","2009",,,"0","Units",,,23687.61,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2010","2010",,,"0","Units",,,24032.81,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2011","2011",,,"0","Units",,,24526.44,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2012","2012",,,"0","Units",,,24954.79,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2013","2013",,,"0","Units",,,25299.36,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2014","2014",,,"0","Units",,,25897.21,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2015","2015",,,"0","Units",,,26177.69,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2016","2016",,,"0","Units",,,26409.11,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2017","2017",,,"0","Units",,,26724.83,,
"KOR","Korea","YGTT08L1_ST","Employment","A","Annual","2018","2018",,,"0","Units",,,26822.07,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2005","2005",,,"0","Units",,,9508.175,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2006","2006",,,"0","Units",,,9707.191,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2007","2007",,,"0","Units",,,9849.408,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2008","2008",,,"0","Units",,,9940.191,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2009","2009",,,"0","Units",,,9847.358,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2010","2010",,,"0","Units",,,9991.608,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2011","2011",,,"0","Units",,,10193.15,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2012","2012",,,"0","Units",,,10386.54,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2013","2013",,,"0","Units",,,10554.38,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2014","2014",,,"0","Units",,,10839.94,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2015","2015",,,"0","Units",,,11021.72,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2016","2016",,,"0","Units",,,11167.92,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2017","2017",,,"0","Units",,,11356.43,,
"KOR","Korea","YGFE08L1_ST","Employment females","A","Annual","2018","2018",,,"0","Units",,,11450.08,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005",,,"0","Units",,,41.64582,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006",,,"0","Units",,,41.86288,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007",,,"0","Units",,,41.80367,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008",,,"0","Units",,,41.80975,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009",,,"0","Units",,,41.57177,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010",,,"0","Units",,,41.57487,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011",,,"0","Units",,,41.55984,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012",,,"0","Units",,,41.62143,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013",,,"0","Units",,,41.71796,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014",,,"0","Units",,,41.85757,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015",,,"0","Units",,,42.1035,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016",,,"0","Units",,,42.28812,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017",,,"0","Units",,,42.49393,,
"KOR","Korea","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018",,,"0","Units",,,42.68904,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2005","2005",,,"0","Units",,,13322.88,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2006","2006",,,"0","Units",,,13480.88,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2007","2007",,,"0","Units",,,13711.7,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2008","2008",,,"0","Units",,,13834.64,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2009","2009",,,"0","Units",,,13840.26,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2010","2010",,,"0","Units",,,14041.18,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2011","2011",,,"0","Units",,,14333.29,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2012","2012",,,"0","Units",,,14568.23,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2013","2013",,,"0","Units",,,14745.01,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2014","2014",,,"0","Units",,,15057.28,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2015","2015",,,"0","Units",,,15155.99,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2016","2016",,,"0","Units",,,15241.17,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2017","2017",,,"0","Units",,,15368.42,,
"KOR","Korea","YGMA08L1_ST","Employment males","A","Annual","2018","2018",,,"0","Units",,,15371.98,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005",,,"0","Units",,,58.35421,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006",,,"0","Units",,,58.13712,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007",,,"0","Units",,,58.19633,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008",,,"0","Units",,,58.19032,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009",,,"0","Units",,,58.42826,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010",,,"0","Units",,,58.42506,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011",,,"0","Units",,,58.44016,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012",,,"0","Units",,,58.3785,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013",,,"0","Units",,,58.28214,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014",,,"0","Units",,,58.14249,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015",,,"0","Units",,,57.8966,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016",,,"0","Units",,,57.71181,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017",,,"0","Units",,,57.50613,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018",,,"0","Units",,,57.31096,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005",,,"0","Units",,,1816.917,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006",,,"0","Units",,,1773.467,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007",,,"0","Units",,,1719.958,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008",,,"0","Units",,,1698.25,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009",,,"0","Units",,,1659.55,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010",,,"0","Units",,,1586.283,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011",,,"0","Units",,,1562.708,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012",,,"0","Units",,,1530.467,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013",,,"0","Units",,,1513.083,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014",,,"0","Units",,,1446.083,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015",,,"0","Units",,,1337.4,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016",,,"0","Units",,,1272.492,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017",,,"0","Units",,,1278.633,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018",,,"0","Units",,,1340.167,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005",,,"0","Units",,,7.958098,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006",,,"0","Units",,,7.648187,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007",,,"0","Units",,,7.299989,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008",,,"0","Units",,,7.143063,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009",,,"0","Units",,,7.005984,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010",,,"0","Units",,,6.600491,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011",,,"0","Units",,,6.371525,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012",,,"0","Units",,,6.132957,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013",,,"0","Units",,,5.980718,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014",,,"0","Units",,,5.583935,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015",,,"0","Units",,,5.10893,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016",,,"0","Units",,,4.818382,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017",,,"0","Units",,,4.784439,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018",,,"0","Units",,,4.996508,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005",,,"0","Units",,,6085.925,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006",,,"0","Units",,,6062.4,"E","Estimated value"
