"LOCATION","Country","FAMILY","Family type","HBTOPUPS","Include housing benefits","TYPE","Type of indicator","TIME","Year","Value","Flag Codes","Flags"
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",6048000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",6228000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",6442860,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",6864000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",7195836,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",7540440,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",7878528,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",8335284,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",8626152,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",8909436,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",8909436,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",9576000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",9972000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",11580000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",12324000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",12900000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",13188000,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",28,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",29,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",28,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",28,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",29,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",30,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",30,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",30,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",32,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",31,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",30,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",28,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",29,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",30,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",33,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",34,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",35,,
"KOR","Korea","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",35,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",706969,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",18324,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",18903,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",19327,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",20337,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",20791,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",21489,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",22106,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",23838,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",24357,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",24736,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",25231,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",25739,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",26256,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",26243,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",26438,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",27284,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",27284,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",28107,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",45,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",45,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",44,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",43,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",44,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",44,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",44,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",44,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",47,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",47,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",47,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",48,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",48,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",48,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",47,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",45,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",42,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",41,,
"LUX","Luxembourg","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",42,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",32218,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",15142,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",16151,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",16448,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",16462,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",17442,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",17976,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",18372,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",18704,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",18815,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",19035,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",19085,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",19012,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",19537,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",19721,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",20266,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",20592,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",20719,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",21358,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",56,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",53,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",59,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",58,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",58,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",57,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",58,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",59,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",58,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",55,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",54,,
"NLD","Netherlands","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",55,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",15923,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",16290,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",16736,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",17142,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",17591,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",18152,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",18784,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",19400,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",20143,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",20759,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",21315,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",21663,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",21771,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",22018,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",22110,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",22110,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",22311,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",23846,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",49,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",48,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",47,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",45,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",44,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",42,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",41,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",40,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",42,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",42,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",42,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",41,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",40,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",39,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",39,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",38,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",38,,
"NZL","New Zealand","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",40,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",156572,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",159778,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",162181,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",163538,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",158619,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",163237,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",169034,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",175180,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",183922,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",185758,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",195241,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",199551,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",203114,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",208393,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",219095,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",222525,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",228087,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",231495,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",233295,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",53,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",52,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",51,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",49,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",44,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",43,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",42,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",41,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",42,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",41,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",42,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",41,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",40,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",40,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",41,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",41,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",41,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",40,,
"NOR","Norway","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",40,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",8292,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",8544,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",8544,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",7584,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",7584,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",7584,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",8424,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",8424,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",8424,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",8424,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",8424,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",8424,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",10944,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",10944,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",10944,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",12336,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",12336,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",12336,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",12672,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",51,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",51,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",50,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",44,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",37,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",33,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",32,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",28,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",26,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",25,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",24,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",23,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",29,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",28,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",27,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",28,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",26,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",26,,
"POL","Poland","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",26,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",629979,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",3318,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",3504,,
