# CSV-File created with merge-csv.com
# -----------------------------------------------------------

﻿ref_area.label,indicator.label,source.label,time,cbc_value
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2017,2.2567
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2017,2.7858
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2017,2.9801
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2017,14.6006
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2017,1.3039
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2017,6.2359
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2017,6.4997
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2017,23.6672
Sri Lanka,SDG indicator 8.5.2 - Unemployment rate (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2017,3.9238
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2008,35.46
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2008,35.26
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2008,48.62
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2008,31.02
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2008,32.54
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2008,32.39
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2008,44.3
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2008,28.55
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2008,38.79
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2008,38.56
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2008,53.6
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2008,33.82
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2013,24.58
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2013,25.33
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2013,34.43
Lesotho,SDG indicator 8.5.2 - Unemployment rate (%),LSO - LFS - Lesotho Integrated Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2013,21.35
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2000,15.9311
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2000,16.2633
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2000,28.5567
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2000,14.3825
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2000,18.2119
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2000,18.5041
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2000,29.5151
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2000,16.6249
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2000,13.6053
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2000,13.9641
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2000,27.2917
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2000,12.1667
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2001,16.8396
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2001,17.1394
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2001,31.5809
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2001,15.2277
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2001,19.5105
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2001,19.8383
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2001,36.6129
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2001,17.3359
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2001,14.0999
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2001,14.3682
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2001,24.6458
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2001,13.1333
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2002,13.008
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2002,13.2132
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2002,20.4445
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2002,12.2142
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2002,13.2227
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2002,13.4408
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2002,19.5935
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2002,12.4559
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2002,12.7842
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2002,12.9764
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2002,21.5655
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2002,11.9685
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2003,12.8745
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2003,12.9821
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2003,26.9218
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2003,11.3657
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2003,12.5512
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2003,12.7217
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2003,22.2146
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2003,11.392
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2003,13.2003
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2003,13.2438
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2003,32.7758
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2003,11.3397
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2004,10.6844
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2004,10.7805
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2004,20.2617
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2004,9.8435
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2004,10.3178
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2004,10.4683
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2004,22.4619
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2004,8.9738
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2004,11.0656
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2004,11.105
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2004,16.5256
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2004,10.7107
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2005,8.3246
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2005,8.4326
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2005,15.7643
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2005,7.6811
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2005,8.1218
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2005,8.2349
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2005,15.9703
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2005,7.3128
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2005,8.5348
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2005,8.6368
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2005,15.4586
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2005,8.0513
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2006,5.7804
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2006,5.8492
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2006,9.9846
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2006,5.3965
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2006,5.9462
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2006,6.0354
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2006,9.9899
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2006,5.5295
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2006,5.6114
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2006,5.6596
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2006,9.9778
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2006,5.2637
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2007,4.25
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2007,4.3299
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2007,8.3966
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2007,3.8613
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2007,4.1733
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2007,4.2613
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2007,6.9921
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2007,3.859
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2007,4.3288
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2007,4.3999
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2007,10.4447
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2007,3.8635
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2008,5.8259
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2008,5.8889
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2008,13.3466
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2008,5.0367
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2008,6.0192
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2008,6.0946
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2008,12.9703
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2008,5.1602
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2008,5.6281
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2008,5.6796
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2008,13.8785
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2008,4.9144
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2009,13.785
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2009,13.9998
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2009,29.5531
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2009,12.2109
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2009,17.0833
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2009,17.354
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2009,35.0582
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2009,15.0104
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2009,10.5213
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2009,10.6849
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2009,22.357
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2009,9.5162
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2010,17.8141
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2010,18.0663
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2010,35.712
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2010,16.1307
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2010,21.1921
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2010,21.5115
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2010,38.9566
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2010,19.2722
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2010,14.5189
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2010,14.711
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2010,31.5787
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2010,13.1418
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2011,15.3904
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2011,15.6682
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2011,32.5758
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2011,13.8715
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2011,17.9063
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2011,18.2172
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2011,34.8765
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2011,16.1191
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2011,12.9104
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2011,13.1547
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2011,29.3671
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2011,11.7222
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2012,13.3648
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2012,13.6407
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2012,26.6743
Lithuania,SDG indicator 8.5.2 - Unemployment rate (%),LTU - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2012,12.1778
